akk;en
 nin-ĝu10 an-šag4-ta u6 dug3-ge-eš im-me  kug ^d-inana-ra igi-ni-še3 i3-dib-be2 ; From the midst of heaven my lady looks down with joy. They parade before her, holy Inana. {Inana, the lady elevated as high as the heavens, is august!} { The lady of the evening, her grandeur reaches the borders of heaven!}
nan;226. 10th kirugu.
     <ki-ru-gu2 10-kam-ma-am3>  kalag-ga-am3 nir-ĝal2-am3 buluĝ3-ĝa2-am3 maḫ gal-am3  nam-šul-la dirig-ga-am3 ; She is mighty, she is respected, she is exalted, she is august and great, she is surpassing in youthfulness!
nan;229. Ĝišgiĝal.
     ĝiš-gi4-ĝal2-bi-im ;230. A šir-namursaĝa of Ninsiana.
 ^d-i-din-^d-da-[gan] an-ne2 ki maḫ-a-ni-a nam gal mu-ri-in-tar  aga zid-de3 dalla mu-ra-ni-in-e3  nam-sipad kalam-ma-še3 mu-un-il2-en  kur ĝiri3-zu-še3 mu-un-ĝar ;" Iddin-<span class=""proper"">Dagan</span>, in his majestic location An has decided a great fate for you, has made the just crown shine for you, has raised you to shepherdship over the Land, has placed the foreign lands at your feet."
 ^d-en-lil2-le igi zid mu-e-ši-in-bar  ^d-i-din-^d-da-gan gu3 zid mu-ra-an-de2  us2-saĝ ki-en-gi-re gen6-ne2-de3  uĝ3 us2-a sig10-ge-de3  ki-en-gi ki-uri an-dul3 daĝal-la-za ni2 dub2-bu-de3  uĝ3-e u2 nir-ĝal2 gu7-u3-de3 a dug3 na8-na8-de3  ^d-en-lil2-le a2-bi mu-e-da-an-aĝ2  ^d-i-din-^d-da-gan sipad šag4-ga-na-me-en  gu3 zid de2-a ^d-en-lil2-la2-me-en ;" Enlil has looked at you truly, Iddin-<span class=""proper"">Dagan</span>, he has spoken truly to you. Enlil has commanded you to keep firm the cosmic bond in Sumer, to keep the people on the track, to let Sumer and Akkad relax under your broad protection, to let the people eat noble food and drink fresh water. Iddin-<span class=""proper"">Dagan</span>, you are the shepherd in his heart, the one whom Enlil has spoken to truly."
 ^d-en-ki-ke4 ĝeštug2 daĝal niĝ2-nam-ma zu-zu  kiĝ2 igi-ĝal2 zi^?- ka piriĝ-ta [ed2]-de3  ^d-i-din-^d-da-gan za-ra mu-ra-an-de6  kur-kur-re me-teš2 ḫe2-i-i ;" Enki has brought to you, Iddin-<span class=""proper"">Dagan</span>, broad understanding, knowledge of everything, wise command, a life that comes from the mouth of a lion. May all the foreign lands praise you."
 dumu tud-da ^d-da-gan-na en il2 uĝ3 [daĝal]-le  ^d-i-din-^d-da-gan iri-zu-še3 u6 dug3-ge-eš ḫe2-i  i3 li niĝ2 [šag4]-ga nu-da13-da13  ^d-en-lil2 ḫe2-da-ḫul2  ^d-utu-gin7 ud zid e3-a-zu-še3 igi-bi ḫe2-em-ši-ĝal2  kur-kur-re an-dul3 daĝal-la-zu-še3 ni2 im-ši-dub2-be2 ;" Son born to Dagan, elevated lord who increases the people, Iddin-<span class=""proper"">Dagan</span>, may you look approvingly on your city. Balm of the heart who neglects nothing, Enlil rejoices in you. When like Utu you bring forth a just light, people's eyes are indeed directed towards it. All the foreign lands stay calm under your broad protection."
 ḫar-ra-an kaskal-la   su kalam-ma mu-e-dug3  niĝ2-si-sa2 ka-ga14 mu-e-ni-ĝar  niĝ2-du7 pa bi2-i-e3  in mu-e-dub-dub ki mu-e-sur-sur  ki-en-gi ki-uri gu2 bi2-i-zig3  [šu]-luḫ diĝir-re-e-ne [  ^d-i-din-^d-da-gan [ki]-bi-še3 gi4-gi4-en  niĝ2-dug4-ga-zu […] GI […]-im-ĝar  inim-zu an kug-[ge us2-sa]  ka-ta e3-a-zu [an]-ne2 /dul\-[lu] ;" You have put the highways and roads in order, made the Land content, placed justice in every mouth, made propriety resplendent. You have marked the borders and fixed the boundaries, made Sumer and Akkad raise their necks. Iddin-<span class=""proper"">Dagan</span>, you have restored the purification rituals of the deities which you have organised. What you order ……. Your word reaches holy heaven, your utterances cover the heavens."
 dug4-ga ^d-en-lil2-la2-ta  igi bar-ra-zu lu2 mu-un-til3-le  ka ba-zu lu2 mu-un-silim-e  dug4-ga-a-zu ^d-en-lil2 mu-ši-[ḫul2]  šag4-ge de6-a-zu ^d-nin-lil2-le ḫe2-am3-bi im-[me]  sipad ^d-en-lil2-ra ĝiškim til3-me-en  ^d-i-din-^d-da-gan a-ba za-e-gin7 i3-dim2  igi-bi ḫe2-em-ši-ĝal2 ;" At Enlil's command, your gaze brings men life, your conversation brings men health. Enlil rejoices in your speech. Ninlil declares ""so be it"" to your desires. Shepherd Enlil is your support. Iddin-<span class=""proper"">Dagan</span>, who is built like you? People's eyes are directed towards you."
 e2-kur-še3 za-e lu2-bi ḫe2-me-en  nidba-zu e2 ^d-en-lil2-la2-kam   šeg12 e2-kur-ra-ke4 sag9-ga-zu ^d-en-lil2 ^d-nin-lil2-ra ḫu-mu-un-ne-eb2-be2  inim sag9-ga an ^d-en-lil2-la2-ta ^d-i-din-^d-da-gan a2 nun ḫe2-mu-e-te-ĝal2 ;" You are indeed the man for the E-kur. May your offerings in the house of Enlil never cease. May the brickwork of the E-kur speak well of you to Enlil and Ninlil. At the favourable word of An and Enlil, Iddin-<span class=""proper"">Dagan</span>, may princely strength be yours."
 mu maḫ-zu kalam-ma i3-ĝal2  an-zag-še3 mu-zu pa bi2-in-e3  kalag-ga nam-ur-saĝ a2 me3 šen-šen gub-bu  ki-bal-da du7-du7 mu-e-DU  šag4-ta ^d-da-gan-na [nam]-še3 mu-ri-in-tar  za3-mi2-zu ka-ga14 i-ni-in-ĝal2 ; Your magnificent reputation exists throughout the Land -- your name dazzles to the horizon. Mighty man, standing in battle and conflict with heroism and strength, you come to batter rebellious lands. From the womb Dagan decreed that as your destiny. He has placed your praise in all mouths.
 nam-lugal-zu uĝ3-e ba-sag9  nam-sipad-zu šag4-ge um-ma-dug3  uĝ3 e-da-lu uĝ3 e-da-daĝal  kur-kur u2-sal-la mu-e-ri-nu2  uĝ3-e ḫe2-ĝal2-la ud mu-ri-ib2-zal-e  saĝ gig2-ga a-a-zu-gin7  ^d-i-din-^d-da-gan igi-bi mu-e-ši-ĝal2 ;" Your kingship is good for the people. After your shepherdship had pleased the heart, the people became numerous under you, the people spread wide under you. All the foreign lands lie down in pastures thanks to you. The people spend their days in abundance thanks to you. The black-headed direct their gaze on you, Iddin-<span class=""proper"">Dagan</span>, as on your father."
 ^d-en-lil2 en nam tar-tar-re-de3  ^d-i-din-^d-da-gan ud-zu ḫe2-eb2-su3-ud-de3  nam-kal-la niĝ2-nam-e zu-a  igi dug3 ḫu-mu-ri-in-du8 ;" Iddin-<span class=""proper"">Dagan</span>, may Enlil, the lord who determines fate, make your days long. May he who knows everything look approvingly on you with approbation."
 ĝeštug2 dirig dub ^d-nisaba-ke4 šum2-ma-zu  e2-dub-ba-a im-ma   e2-dub-ba-a-ba eš3 niĝ2 u3-tud-gin7 ki nam-ba-silig-ge  dub-sar-tur šu-ni ib2-ši-in-tum4 im bi2-ib2-sar-a  ^d-nisaba nin mul-a X ĝeštug2 ḫu-mu-un-[na-šum2]  šu ḫu-mu-un-bad  ki nam-dub-sar-ra-ka ud-gin7 ḫe2-en-na-e3 ; May your exceeding wisdom, given by the tablets of Nisaba, never cease on the clay in the tablet house. In this tablet house, like a shrine fashioning everything, may it never come to an end. May Nisaba, the shining …… lady, give wisdom to the junior scribe who puts his hand to the clay and writes this on it. May she show generosity. In the place of writing may she come forth like the sun for him.
 ^d-i-din-^d-da-gan ad-da-zu ^d-šu-i3-li2-šu lugal kalam-ma-ke4  ki-en-gi ki-uri suḫuš-bi mu-ra-an-ge-en  dug4-dug4-ga an ^d-en-lil2-ta ba-e-dirig  gu2-erim2-ĝal2 sa2 ba-e-dug4  ^d-i-din-^d-da-gan lugal kalag-ga lugal i3-si-in^ki--na  lugal ki-en-gi4 ki-uri niĝ2-nam-ma ĝeštug2 eĝer-ra-bi  igi-še3 mu-ri-DU  ibila kalag-ga-me-en3 nir mu-e-ĝal2  ^d-i-din-^d-da-gan nam-nun-na gu2 an-še3 mi-ni-in-zig3 ;" Iddin-<span class=""proper"">Dagan</span>, your father Šu-ilīšu, the king of the Land, made the foundation of Sumer and Akkad firm for you. By the commands of An and Enlil you excel and overwhelm the enemy territories. Iddin-<span class=""proper"">Dagan</span>, mighty king, king of Isin, king of Sumer and Akkad, everything to the end of wisdom has come forward for you. You are the mighty heir, you have authority, Iddin-<span class=""proper"">Dagan</span>, you have raised the neck to heaven in princeship."
 /en^?-\ ud sumur^!- ḫuš /erim2-ma\ X X X […]  /AN^?-\ X X kalag-ga /en-ĝu10\ uĝ3 til3 a-a /ugu\ […] ri  ud gal X er9-ra /gu3\ [ra]-ra im-mi-/in^?-\-X [X] X X  en nam-šul-la-ni a2-nun-ĝal2 A X X [X] ĝal2 ; The lord, a furious angry storm against the enemy, ……, strong ……, my lord who brings life to the people, whose own father ……, a great storm, a mighty raring ……, has …… -- the lord whose manliness is impressively strong, ……!
nan;5. Barsud.
     bar-sud-am3  ur-saĝ ki-bal-a gu3 /ra^?-\-ra saĝ^?- ḫuš-bi bi2-/tu10^?-\  šeg12-bi ni2 bi2-te /in^?-\-dal-bi an-na ba-e-/ed3^?-\  sumun2 zid ki-bal-a gu3 [ra]-ra saĝ^?- ḫuš-bi bi2-/tu10^?-\  šeg12-bi ni2 bi2-te /in^?-\-dal-bi an-na ba-e-/ed3^?-\ ; Hero, roaring in the rebel-lands, you have angrily piled up skulls. You have terrified their brick buildings and scattered their chaff heavenward. Vigorous wild bull, roaring in the rebel-lands you have angrily piled up skulls. You have terrified their brick buildings and scattered their chaff heavenward.
 diĝir a nun-na iri-tuš^?- um-te-ri ^d-lamma-bi mu-u8-ta-/gub^?-\  [uzug] /sag9\-ga-bi saĝ šu ba-e-dug4 ĝiri3 kur2 im-/mi-dab5\  sumun2 zid iri-/tuš^?-\ um-te-ri ^d-lamma-bi mu-u8-ta-/gub^?-\  /uzug^?-\ sag9-ga-bi saĝ [šu] ba-e-dug4 ĝiri3 kur2 im-/mi-dab5\ ; Divine offspring of a prince, by your casting down their city dwellings, their protective gods have been alienated because of you. You have made them abandon their beautiful shrines and follow another path. Vigorous wild bull, by your casting down their city dwellings, their protective gods have been alienated because of you. You have made them abandon their beautiful shrines and follow another path.
 kur-bi za-e /ša-mu-u8\-[tab]-en tum9 lil2-e bi2-tum3  šul ur-saĝ-/bi gu2\ [im]-/mi\-ni-ĝal2 me3 la-ba-gub-bu-de3  sumun2 zid kur-bi za-e ša-mu-u8-tab-en tum9 lil2-e bi2-tum3  šul ur-saĝ-bi gu2 im-mi-ni-ĝal2 me3 la-ba-gub-bu-de3 ; You flatten those mountains and turn them over to ghostly winds. You make their young warriors submit, no longer able to enter into battle. Vigorous wild bull, you flatten those mountains and turn them over to ghostly winds. You make their young warriors submit, no longer able to enter into battle.
nan;18. Šagbatuku.
     šag4-ba-tuku-am3  […] X KA niĝir /gal^?- BA^?-\ ra BI X X X X-/e^?--en^?-\  […] X X [X] X X X X X X  […] X A X X […]  [… gal]-an-zu ar2^?--re-zu X X ; 4 lines fragmentary
nan;23. 2nd barsud.
     /bar\-sud 2^!--kam-ma  [X X sumur] ḫuš erim2-ma /lu2\ ḫul-ĝal2 /ud^?-\ [im]-X-e  […] /e2\ ^d-suen-na-ka gud /  [X X] /sumur^?-\ ḫuš erim2-ma /lu2\ ḫul-ĝal2 /ud^?- im\-X-e  [… e2] ^d-suen-/na\-ka gud / ; ……, a furious angry …… against the enemy, …… evil men. The …… arranges the cattle for Suen's house. ……, a furious angry …… against the enemy, …… evil men. The …… arranges the cattle for Suen's house.
 [X X] X ^d-aš-im2-babbar a-ra2-ni ki /aĝ2\  [X] zid ^d-i-din-^d-da-gan ^d-nanna-/ar^?-\ X-/dug4\  [X] [^d-aš-im2-babbar]-re a-ra2-ni ki /aĝ2\  [X zid] [^d-i]-/din\-^d-da-gan ^d-/nanna\-[ar] X-/an^?--dug4\ ;" He has spoken to Nanna on behalf of …… whose ways are beloved of Ašimbabbar, on behalf of the just …… Iddin-<span class=""proper"">Dagan</span>. He has spoken to Nanna on behalf of …… whose ways are beloved of Ašimbabbar, on behalf of the just …… Iddin-<span class=""proper"">Dagan</span>."
nan; 1 line fragmentary unknown no. of lines missing
nan; 4 lines fragmentary
nan; …… given over to kingship by the word of Suen, …… whom Ašimbabbar has clothed in the royal robe of office! Vigorous wild bull given over to kingship by the word of the hero Suen, …… whom Ašimbabbar has clothed in the royal robe of office!
nan;" ……, a lion, his father's respectful son, …… who …… for Iddin-<span class=""proper"">Dagan</span>! Vigorous wild bull, a lion, his father's respectful son, …… who …… for Iddin-<span class=""proper"">Dagan</span>!"
nan; …… justly like sunlight, …… who like Ašimbabbar gives correct verdicts! Vigorous wild bull …… justly like sunlight, …… who like Ašimbabbar gives correct verdicts!
nan;" Vigorous wild bull soothing Nanna's heart for Iddin-<span class=""proper"">Dagan</span> each day, whose just word is pleasing to Suen, who ……! Vigorous wild bull soothing Nanna's heart for Iddin-<span class=""proper"">Dagan</span> each day, whose just word is pleasing to Suen, who ……!"
nan;" …… hero given great and majestic strength by Ašimbabbar, supporter of Iddin-<span class=""proper"">Dagan</span>, may you destroy the insubordinate lands! Vigorous wild bull given great and majestic strength by Ašimbabbar, supporter of Iddin-<span class=""proper"">Dagan</span>, may you destroy the insubordinate land!"
 […] X X X […]  […] X X […]  [… DI] X KA zid-de3-eš [mu2]  [sumun2 zid X gal-an]-/zu^?-\ a-a-na ki /ḫe2^?-\-X […]  […] DI X KA zid-de3-eš /mu2^?-\  […] inim ^d-suen-na nam-lugal-še3 šum2-ma  […] ^d-aš-im2-babbar-re tug2^?- tug2-ba13 /mu4-mu4\  [sumun2 zid inim] šul ^d-suen-na nam-lugal-še3 šum2-ma  […] ^d-aš-im2-babbar-re tug2^?- tug2-ba13 /mu4-mu4\  [X X] X ur-maḫ a-a-na dumu giri17 šu ĝal2-la-ni-im  [X (X)] [^d-i]-/din\-^d-da-gan-na AB RI mu-dub^?--dub^?-  [sumun2 zid ur]-maḫ a-a-na dumu giri17 šu ĝal2-la-ni-im  [X (X)] [^d-i-din]-^d-da-gan-na AB RI mu-dub^?--dub^?-  […]-/bi^?-\ ud-gin7^!- zid-de3-eš ak  [X X] [^d-aš-im2-babbar]-/gin7\ ]  [sumun2 zid X X]-/bi^?-\ ud-gin7 zid-de3-eš ak  [X X] [^d-]aš-im2-babbar-gin7   /sumun2^?- zid^?-\ [ud] šu2-uš ^d-i-din-^d-da-gan-na šag4 ^d-nanna /ḫuĝ^?--ĝe26^?-\-e  inim /zid-da\-ni ^d-suen-ra sag9 su^?- zal-le-eš2 ak  sumun2 zid ud šu2-uš ^d-i-din-^d-da-gan-na šag4 ^d-nanna /ḫuĝ^?--ĝe26^?-\-e  inim zid-da-ni ^d-suen-/ra\ /sag9\ su^?- zal-le-eš2 ak  /ur-saĝ\ [X] [^d-]aš-im2-babbar-re a2 gal maḫ /šum2-ma\  /ĝiškim\-[til3] [^d-i]-din-^d-da-gan-na kur nu-še-ga ḫe2-/gul-lu-e^?-\  sumun2 /zid\ [^d-aš]-im2-babbar-re a2 gal maḫ šum2-ma  ĝiškim-til3 ^d-i-din-^d-da-gan-na kur nu-še-ga ḫe2-/gul-lu\ ;25. Sa-ĝara.
     <sa-ĝar-ra-am3> ;" Vigorous wild bull, may you respond to Iddin-<span class=""proper"">Dagan</span> for …… days."
 sumun2 zid ^d-i-din-^d-da-gan-na ud [X (X)]-/še3\ še-ga-ni ḫe2-me-en ;27. Ĝišgiĝal of the sa-ĝara.
     ĝiš-gi4-ĝal2 sa-ĝar-ra-bi-im  ur-saĝ ku-kur dugud gaba-ri-bi-še3 nu-e3  en ^d-nin-gublaga ku-kur dugud gaba-ri-bi-še3 nu-e3  ^d-sumun2-zid ^d-i-din-^d-da-gan-na ḫul-du-ni ĝiš-gaz-bi ḫe2-me-en ;" Hero, formidable flood that no man comes forward to oppose! Lord Ningublaga, formidable flood that no man comes forward to oppose! Sumun-zid , may you be the crusher of Iddin-<span class=""proper"">Dagan's</span> enemies!"
nan;31. Its uru.
     /u18^?--ru12^?-\-bi^!- ;32. An adab of Ningublaga.
" nin gal <a&gt;-zu maḫ saĝ gig2-ga  kug ^d-nin-isin2^si--na dumu an-na me-teš2 ḫe2-i-i "; Great lady, majestic physician to the black-headed, holy Ninisina, daughter of An, may you be praised!
 nin ^tum9-u18-lu-ni ud mir-a-gin7 an-šag4-a ki^?- dub2-bu X  ^d-gibil6-gin7 igi /ḫuš il2\-la-ni erim2-ma su dar-dar-re  ušumgal-gin7 ki KA X-a-na uš11-bi nu-ed3-de3  /šu piriĝ\-ĝa2 ĝiri2 u3-sar ak umbin uš2 biz-biz-biz  su X ḪA E de2-de3 ni2 su-a ru-ru-gu2  ĝiri2-zal bulug-kiĝ2-gur4 ĝiri2 piriĝ-ĝa2-gin7 uzu e3-a-zu-uš  uĝ3 saĝ gig2 su ma-ra-sag3-sag3-ge ;" Lady whose tempest, like a raging storm, …… the interior of heaven and the trembling earth, whose upraised fierce face, like a fire, rips the bodies of the enemy; who, like a dragon, does not bring up venom in her place where ……, paws of a lion, sharpened knives, claws constantly dripping blood, …… which prick the body with fear! When you draw through the flesh the scalpel and the lancet, knives like lion's claws -- the bodies of the black-headed people tremble because of you!"
 ud gal ki us2-sa gaba-šu-ĝar nu-tuku  ud gu3 dub2-dub2 piriĝ šeg12 gi4-gi4 erim2-e gu2 kud-da  ud  aḫ6 [X X] X-ba gug sar ak  ud ad-ba mur ša4 /ka\-bi /mud mu^?-\-biz-biz  ud ka-bi-ta aḫ6 su3-su3-su3 /erim2\-e uš11 bal^?-  /niĝ2^?-\ [X X] X X X X X [X] X DU a2^?- tur^?- ; Great storm that approaches the earth and has no rival, howling storm, roaring lion that cuts off the neck of the enemy, overpowering storm, …… spittle and gnashing its teeth in its ……! Storm that howls loudly, whose mouth drips blood, storm from whose mouth spittle spews constantly, pouring venom on the enemy, 1 line fragmentary
 ni2 gal edin-na saĝ X X X  es2-ad maḫ-gin7 ḫul-še3 /nu2\-[a]  nin me-lem4 ḫuš an-ne2 tud-[da]  saĝ zid kalam-ma-ka  unken-/na igi\ ĝal2  nin til3-la ug5-ga zi kalam-ma šu du8  nu-gig-ra na-me nu-gub-bu kurku2 ad ĝa2-ĝa2  kug ^d-nin-isin2^si--na niĝin3-ĝar ki kug-ga unu2 šuba sud-sud  nin kur-ra dirig-ga me-ni me-/a^?-\ ḫuš  eš3 gal e2 da-/ri2^?-\ kalam-ma-ka X maḫ X mu-un-ri ; Great terror of the desert that ……! A lion, a leopard rising from its lair and terrifying people, that like a great snare lies in wait for the evil-doer! Lady whose radiance is awesome, born of An, who cares for the righteous of the Land, who watches over the assembly, lady of the living and of the dead, who holds the life of the Land in her hand! Mistress whom no one can withstand, who sounds a triumphal cry! Holy Ninisina, who wears the ornaments of šuba stone in Niĝin-ĝar, the holy place! Lady who is supreme over the mountains, whose divine powers are awesome divine powers, instilled …… in the great shrine, the everlasting house of the Land!
 nin til3 mud kalam-ma mu-zu urin gal-bi-im  nin me maḫ an gal-gin7 zag ša4  nu-u8-gig diĝir gal-gal-e-ne  nin ni2-zu /an\ ki-a ša-mu-un-ri  igi-zu ḫuš-me-en za-pa-/aĝ2-zu maḫ^?--me-en\  saĝ-/ki\-zu X IM X X ĜAR [X]-me-en  ka-zu NE /su^?--lim^?- nu^?-\-X X X kur2^?-  a2-zu [sa]-par3-/gin7^?-\ ḫul-du X X [X X] /mu\-un-kud ;" Lady, life-creator of the Land, your name is its great standard. Lady of the majestic divine powers who rivals great An, mistress of all the great gods, lady, you have instilled fear of you in heaven and on earth. Your face is awesome, your cry is majestic, your forehead ……, your mouth ……; your arm, …… the evil-doer like a net, has cut off ……."
 [kug] ^d-nin-isin2^si--/na\ X X X X X [X] X-e  [šag4] mir-a-ni lu2 nu-te-en-/te\-en šag4 an-/usan^?-\-gin7 du3  [šag4] /ib2\-ba-ni-a diĝir na-me gaba šu nu-ĝa2-/ĝa2\  [a]-ab-ba-gin7 ku-kur um-de6 lu2-erim2 ba-an-/na8^?--na8^?-\  [a]-/ĝi6\ uru16-gin7 ze2 guru5-a gu2-erim2-e bi2-/ib2\-ri  [X] X GU UL en-ne2 /maḫ^?-\ X A X šag4-ba mu-un-zu ;" Holy Ninisina, ……, whose raging heart, made like the heart of dusk , none can cool; whose angry heart no god can confront, which like the sea, bringing a flood-wave, drowns the foe. Like the high tide, she pours spewed-out bile upon the enemy. She has made …… known in its midst."
